customer_id,signup_date,country,plan_type,monthly_price,usage_hours,ticket_count,churned,monthly_revenue,churned_flag,tenure_days,usage_level,support_intensity,revenue_tier
56,2023-03-30,Canada,Basic,70,8.72,1,No,70,0,992,Medium,Moderate,High
57,2022-10-09,UK,Standard,20,4.6,1,No,20,0,1164,Low,Moderate,Low
58,2021-01-21,USA,Standard,20,8.81,2,Yes,20,1,1790,Medium,Moderate,Low
59,2023-04-21,UK,Standard,20,20.4,2,No,20,0,970,High,Moderate,Low
60,2021-06-16,USA,Basic,20,3.48,1,No,20,0,1644,Low,Moderate,Low
61,2021-10-01,USA,Standard,40,7.26,0,No,40,0,1537,Medium,None,Mid
62,2022-01-23,USA,Basic,40,6.67,3,No,40,0,1423,Medium,Moderate,Mid
63,2022-08-24,USA,Standard,70,7.88,0,No,70,0,1210,Medium,None,High
64,2021-11-12,Australia,Standard,70,4.98,1,No,70,0,1495,Low,Moderate,High
65,2021-01-14,UK,Basic,70,12.78,3,No,70,0,1797,Medium,Moderate,High
66,2021-08-30,UK,Premium,40,5.82,3,No,40,0,1569,Medium,Moderate,Mid
67,2023-02-16,USA,Basic,70,5.44,0,No,70,0,1034,Medium,None,High
68,2021-12-12,USA,Premium,70,20.57,2,No,70,0,1465,High,Moderate,High
69,2022-07-19,UK,Basic,40,8.64,1,No,40,0,1246,Medium,Moderate,Mid
70,2023-06-17,Australia,Basic,70,5.42,1,Yes,70,1,913,Medium,Moderate,High
71,2021-12-06,Canada,Basic,40,13.71,1,No,40,0,1471,Medium,Moderate,Mid
72,2021-04-02,Canada,Premium,40,7.65,3,No,40,0,1719,Medium,Moderate,Mid
73,2022-01-02,UK,Basic,20,6.67,2,No,20,0,1444,Medium,Moderate,Low
74,2022-03-31,USA,Basic,20,11.02,5,No,20,0,1356,Medium,High,Low
75,2022-03-04,USA,Basic,40,30.87,2,No,40,0,1383,High,Moderate,Mid
76,2022-05-24,Australia,Standard,40,6.84,1,No,40,0,1302,Medium,Moderate,Mid
77,2023-02-15,Canada,Standard,20,11.39,1,No,20,0,1035,Medium,Moderate,Low
78,2021-02-04,Australia,Basic,70,8.48,0,Yes,70,1,1776,Medium,None,High
79,2021-07-25,Canada,Basic,70,2.92,1,Yes,70,1,1605,Low,Moderate,High
80,2021-03-22,UK,Basic,70,4.33,0,No,70,0,1730,Low,None,High
81,2022-07-16,Canada,Basic,40,11.64,2,No,40,0,1249,Medium,Moderate,Mid
82,2023-05-22,Australia,Basic,20,8.07,2,No,20,0,939,Medium,Moderate,Low
83,2022-01-23,Australia,Standard,70,6.35,2,No,70,0,1423,Medium,Moderate,High
84,2021-01-02,Australia,Basic,20,12.3,2,No,20,0,1809,Medium,Moderate,Low
85,2022-01-25,UK,Basic,20,10.46,1,No,20,0,1421,Medium,Moderate,Low
86,2022-07-20,Canada,Basic,40,2.16,3,No,40,0,1245,Low,Moderate,Mid
87,2021-04-16,Canada,Premium,70,4.19,5,No,70,0,1705,Low,High,High
88,2023-02-11,Australia,Premium,20,8.65,1,Yes,20,1,1039,Medium,Moderate,Low
89,2023-04-02,Canada,Premium,40,3.66,1,No,40,0,989,Low,Moderate,Mid
90,2022-04-22,USA,Basic,40,19.11,2,No,40,0,1334,Medium,Moderate,Mid
91,2022-12-04,USA,Basic,40,8.64,2,No,40,0,1108,Medium,Moderate,Mid
92,2022-02-06,USA,Basic,70,7.69,1,No,70,0,1409,Medium,Moderate,High
93,2022-12-31,Canada,Basic,70,23.67,2,No,70,0,1081,High,Moderate,High
94,2022-07-10,UK,Standard,40,9.37,0,Yes,40,1,1255,Medium,None,Mid
95,2021-06-11,UK,Standard,70,6.58,0,No,70,0,1649,Medium,None,High
96,2021-07-21,UK,Premium,70,4.39,0,Yes,70,1,1609,Low,None,High
97,2021-09-27,UK,Premium,20,11.75,5,No,20,0,1541,Medium,High,Low
98,2023-05-13,USA,Basic,40,7.8,2,No,40,0,948,Medium,Moderate,Mid
99,2023-03-27,USA,Standard,40,2.86,1,No,40,0,995,Low,Moderate,Mid
100,2021-09-28,Australia,Basic,70,12.86,2,No,70,0,1540,Medium,Moderate,High
101,2022-04-01,Canada,Basic,40,6.2,1,No,40,0,1355,Medium,Moderate,Mid
102,2022-04-07,Canada,Standard,40,14.93,0,No,40,0,1349,Medium,None,Mid
103,2022-12-28,UK,Basic,40,20.59,1,Yes,40,1,1084,High,Moderate,Mid
104,2021-09-09,USA,Basic,70,2.5,1,Yes,70,1,1559,Low,Moderate,High
105,2022-12-03,UK,Basic,70,7.62,2,No,70,0,1109,Medium,Moderate,High
106,2021-10-23,Australia,Standard,70,10.69,1,No,70,0,1515,Medium,Moderate,High
107,2022-12-26,Canada,Standard,20,5.43,1,No,20,0,1086,Medium,Moderate,Low
108,2022-12-21,Canada,Basic,40,10.08,1,No,40,0,1091,Medium,Moderate,Mid
109,2023-01-19,UK,Premium,20,4.06,2,No,20,0,1062,Low,Moderate,Low
110,2021-12-04,Australia,Basic,70,18.85,1,No,70,0,1473,Medium,Moderate,High
111,2023-05-29,Canada,Basic,20,18.92,1,No,20,0,932,Medium,Moderate,Low
112,2021-02-22,Australia,Standard,40,5.04,1,No,40,0,1758,Medium,Moderate,Mid
113,2023-03-03,Australia,Standard,40,1.96,0,No,40,0,1019,Low,None,Mid
114,2021-08-05,UK,Premium,70,6.6,1,No,70,0,1594,Medium,Moderate,High
115,2023-02-03,USA,Basic,70,6.6,0,Yes,70,1,1047,Medium,None,High
116,2021-07-07,UK,Standard,20,13.86,1,No,20,0,1623,Medium,Moderate,Low
117,2022-01-15,USA,Standard,70,2.91,0,Yes,70,1,1431,Low,None,High
118,2022-05-08,Australia,Premium,20,24.05,0,Yes,20,1,1318,High,None,Low
119,2021-02-10,USA,Basic,40,6.27,0,Yes,40,1,1770,Medium,None,Mid
120,2021-06-06,Australia,Standard,40,9.91,1,No,40,0,1654,Medium,Moderate,Mid
121,2021-01-15,Canada,Standard,40,9.57,1,No,40,0,1796,Medium,Moderate,Mid
122,2023-03-24,Canada,Basic,40,19.0,1,No,40,0,998,Medium,Moderate,Mid
123,2021-03-06,Canada,Basic,40,15.29,2,Yes,40,1,1746,Medium,Moderate,Mid
124,2023-05-07,UK,Basic,20,26.84,0,Yes,20,1,954,High,None,Low
125,2023-04-19,UK,Standard,40,6.6,2,Yes,40,1,972,Medium,Moderate,Mid
126,2022-06-05,Australia,Premium,20,7.36,1,Yes,20,1,1290,Medium,Moderate,Low
127,2021-12-10,Canada,Standard,40,2.08,1,No,40,0,1467,Low,Moderate,Mid
128,2021-05-09,UK,Standard,20,10.16,1,No,20,0,1682,Medium,Moderate,Low
129,2022-10-10,Canada,Standard,20,1.36,0,No,20,0,1163,Low,None,Low
130,2022-04-17,UK,Basic,20,8.47,2,No,20,0,1339,Medium,Moderate,Low
131,2021-03-04,USA,Basic,70,9.13,1,No,70,0,1748,Medium,Moderate,High
132,2021-05-19,USA,Basic,20,9.82,1,No,20,0,1672,Medium,Moderate,Low
133,2022-05-14,Canada,Basic,20,9.48,2,No,20,0,1312,Medium,Moderate,Low
134,2022-08-16,Australia,Basic,40,3.72,0,Yes,40,1,1218,Low,None,Mid
135,2022-01-27,UK,Standard,20,26.7,1,Yes,20,1,1419,High,Moderate,Low
136,2022-11-06,UK,Basic,20,5.25,0,No,20,0,1136,Medium,None,Low
137,2022-02-23,USA,Basic,70,16.72,1,Yes,70,1,1392,Medium,Moderate,High
138,2021-10-16,USA,Basic,40,34.12,1,No,40,0,1522,High,Moderate,Mid
139,2022-01-14,Australia,Basic,70,7.49,0,Yes,70,1,1432,Medium,None,High
140,2023-02-12,Australia,Premium,70,2.61,0,Yes,70,1,1038,Low,None,High
141,2022-05-05,Australia,Premium,70,4.08,1,Yes,70,1,1321,Low,Moderate,High
142,2021-08-19,Canada,Standard,20,8.19,1,No,20,0,1580,Medium,Moderate,Low
143,2021-02-10,USA,Basic,70,26.09,2,No,70,0,1770,High,Moderate,High
144,2021-01-28,Canada,Standard,70,1.82,1,Yes,70,1,1783,Low,Moderate,High
145,2021-05-15,USA,Premium,40,8.12,1,No,40,0,1676,Medium,Moderate,Mid
146,2021-07-20,USA,Standard,40,6.46,1,No,40,0,1610,Medium,Moderate,Mid
147,2023-04-20,UK,Basic,40,11.48,2,No,40,0,971,Medium,Moderate,Mid
148,2023-02-19,USA,Standard,40,11.84,3,No,40,0,1031,Medium,Moderate,Mid
149,2021-02-02,USA,Premium,70,10.33,3,No,70,0,1778,Medium,Moderate,High
150,2021-02-17,Canada,Standard,40,4.04,3,Yes,40,1,1763,Low,Moderate,Mid
151,2022-05-18,USA,Standard,20,3.9,1,No,20,0,1308,Low,Moderate,Low
152,2022-02-11,Canada,Basic,70,2.75,0,No,70,0,1404,Low,None,High
153,2022-07-28,Australia,Standard,40,8.64,4,No,40,0,1237,Medium,High,Mid
154,2022-12-29,USA,Basic,70,6.21,2,Yes,70,1,1083,Medium,Moderate,High
155,2023-03-16,USA,Standard,40,9.6,1,No,40,0,1006,Medium,Moderate,Mid
156,2021-04-09,Canada,Basic,70,7.14,0,No,70,0,1712,Medium,None,High
157,2022-11-15,Australia,Basic,40,28.51,1,No,40,0,1127,High,Moderate,Mid
158,2023-05-22,UK,Basic,20,0.96,0,No,20,0,939,Low,None,Low
159,2022-12-27,Australia,Standard,40,6.98,1,No,40,0,1085,Medium,Moderate,Mid
160,2022-07-01,Canada,Basic,70,2.43,1,No,70,0,1264,Low,Moderate,High
161,2023-01-09,Australia,Standard,70,13.45,1,Yes,70,1,1072,Medium,Moderate,High
162,2022-09-05,Canada,Standard,20,5.94,0,Yes,20,1,1198,Medium,None,Low
163,2022-04-07,Canada,Basic,70,5.12,0,No,70,0,1349,Medium,None,High
164,2022-10-05,UK,Basic,20,17.07,1,No,20,0,1168,Medium,Moderate,Low
165,2023-02-08,USA,Basic,70,3.73,0,Yes,70,1,1042,Low,None,High
166,2021-01-05,Canada,Premium,70,29.76,0,No,70,0,1806,High,None,High
167,2021-08-06,Canada,Standard,20,15.05,2,Yes,20,1,1593,Medium,Moderate,Low
168,2022-05-18,UK,Basic,70,3.62,1,No,70,0,1308,Low,Moderate,High
169,2023-02-06,Canada,Basic,70,9.87,0,No,70,0,1044,Medium,None,High
170,2022-02-02,USA,Standard,20,20.41,0,Yes,20,1,1413,High,None,Low
171,2023-05-21,UK,Premium,40,43.36,0,No,40,0,940,High,None,Mid
172,2023-03-06,USA,Premium,20,0.95,2,Yes,20,1,1016,Low,Moderate,Low
173,2022-01-28,USA,Standard,70,2.21,0,No,70,0,1418,Low,None,High
174,2021-07-26,UK,Basic,40,5.81,2,No,40,0,1604,Medium,Moderate,Mid
175,2021-01-15,Canada,Basic,40,3.53,0,Yes,40,1,1796,Low,None,Mid
176,2023-05-08,USA,Basic,40,15.78,1,No,40,0,953,Medium,Moderate,Mid
177,2022-07-08,USA,Basic,20,2.26,1,No,20,0,1257,Low,Moderate,Low
178,2023-06-11,USA,Basic,40,0.25,0,Yes,40,1,919,Low,None,Mid
179,2022-04-06,USA,Basic,40,5.61,2,No,40,0,1350,Medium,Moderate,Mid
180,2022-11-22,UK,Basic,40,7.96,0,No,40,0,1120,Medium,None,Mid
181,2022-07-29,UK,Premium,70,4.26,2,Yes,70,1,1236,Low,Moderate,High
182,2023-05-14,Australia,Standard,20,7.5,1,No,20,0,947,Medium,Moderate,Low
183,2023-01-13,Australia,Premium,20,3.21,1,No,20,0,1068,Low,Moderate,Low
184,2021-08-29,USA,Standard,70,1.98,2,No,70,0,1570,Low,Moderate,High
185,2022-07-18,Canada,Basic,40,7.03,1,Yes,40,1,1247,Medium,Moderate,Mid
186,2021-04-06,USA,Standard,70,1.23,1,Yes,70,1,1715,Low,Moderate,High
187,2023-06-19,Canada,Basic,70,9.55,2,No,70,0,911,Medium,Moderate,High
188,2023-01-04,USA,Standard,40,6.55,0,No,40,0,1077,Medium,None,Mid
189,2022-04-30,Australia,Basic,40,3.85,1,Yes,40,1,1326,Low,Moderate,Mid
190,2022-02-11,Australia,Premium,20,11.47,1,No,20,0,1404,Medium,Moderate,Low
191,2021-08-19,Canada,Basic,40,24.27,1,No,40,0,1580,High,Moderate,Mid
192,2023-01-19,USA,Basic,70,37.65,3,Yes,70,1,1062,High,Moderate,High
193,2022-10-17,Canada,Premium,70,12.69,0,No,70,0,1156,Medium,None,High
194,2021-06-20,Australia,Basic,40,14.51,1,No,40,0,1640,Medium,Moderate,Mid
195,2022-06-25,USA,Standard,20,7.93,1,No,20,0,1270,Medium,Moderate,Low
196,2021-02-05,USA,Standard,70,9.93,1,No,70,0,1775,Medium,Moderate,High
197,2022-06-09,Canada,Premium,40,6.32,1,No,40,0,1286,Medium,Moderate,Mid
198,2021-06-09,UK,Premium,20,11.91,3,No,20,0,1651,Medium,Moderate,Low
199,2023-04-19,Canada,Premium,20,16.29,1,No,20,0,972,Medium,Moderate,Low
200,2022-11-30,Australia,Basic,70,3.32,2,Yes,70,1,1112,Low,Moderate,High
201,2021-08-31,Australia,Premium,70,23.17,1,No,70,0,1568,High,Moderate,High
202,2021-03-27,Australia,Standard,20,11.36,1,No,20,0,1725,Medium,Moderate,Low
203,2023-03-07,Australia,Standard,20,7.35,0,No,20,0,1015,Medium,None,Low
204,2022-08-01,Australia,Basic,20,5.67,3,No,20,0,1233,Medium,Moderate,Low
205,2022-11-13,UK,Standard,40,6.17,2,No,40,0,1129,Medium,Moderate,Mid
206,2022-07-11,USA,Premium,70,10.29,0,Yes,70,1,1254,Medium,None,High
207,2022-07-28,Canada,Premium,20,8.73,0,No,20,0,1237,Medium,None,Low
208,2022-10-08,Canada,Basic,70,14.35,2,Yes,70,1,1165,Medium,Moderate,High
209,2023-03-07,Australia,Basic,70,13.39,0,No,70,0,1015,Medium,None,High
210,2021-01-28,Canada,Basic,70,8.26,0,No,70,0,1783,Medium,None,High
211,2022-09-12,Australia,Premium,20,3.09,3,Yes,20,1,1191,Low,Moderate,Low
212,2022-07-10,UK,Standard,40,10.04,2,No,40,0,1255,Medium,Moderate,Mid
213,2021-12-06,UK,Basic,20,4.57,1,Yes,20,1,1471,Low,Moderate,Low
214,2023-03-09,USA,Basic,70,1.91,3,No,70,0,1013,Low,Moderate,High
215,2021-11-27,UK,Basic,20,9.9,0,No,20,0,1480,Medium,None,Low
216,2022-10-02,UK,Basic,20,2.45,0,No,20,0,1171,Low,None,Low
217,2022-05-21,USA,Premium,70,4.28,1,No,70,0,1305,Low,Moderate,High
218,2021-12-14,Canada,Standard,70,2.98,2,No,70,0,1463,Low,Moderate,High
219,2022-04-18,Australia,Basic,20,8.83,3,No,20,0,1338,Medium,Moderate,Low
220,2021-08-19,Australia,Standard,20,9.41,4,No,20,0,1580,Medium,High,Low
221,2021-07-09,Canada,Basic,20,17.94,1,No,20,0,1621,Medium,Moderate,Low
222,2021-08-13,USA,Premium,20,10.11,0,No,20,0,1586,Medium,None,Low
223,2022-01-20,Canada,Basic,40,16.37,0,No,40,0,1426,Medium,None,Mid
224,2022-01-12,UK,Basic,20,3.31,0,No,20,0,1434,Low,None,Low
225,2021-10-10,USA,Basic,40,18.45,1,No,40,0,1528,Medium,Moderate,Mid
226,2022-09-25,USA,Standard,70,3.11,0,Yes,70,1,1178,Low,None,High
227,2022-09-20,USA,Standard,40,2.34,0,No,40,0,1183,Low,None,Mid
228,2023-01-15,Australia,Standard,70,9.88,2,No,70,0,1066,Medium,Moderate,High
229,2021-09-16,Canada,Basic,40,6.91,2,No,40,0,1552,Medium,Moderate,Mid
230,2021-12-25,USA,Basic,70,6.42,1,No,70,0,1452,Medium,Moderate,High
231,2022-12-11,USA,Basic,20,11.84,1,No,20,0,1101,Medium,Moderate,Low
232,2022-04-01,USA,Standard,40,3.52,2,Yes,40,1,1355,Low,Moderate,Mid
233,2022-02-15,Canada,Basic,40,12.2,2,Yes,40,1,1400,Medium,Moderate,Mid
234,2022-10-11,Australia,Standard,70,7.28,0,No,70,0,1162,Medium,None,High
235,2021-11-14,UK,Premium,70,16.05,1,No,70,0,1493,Medium,Moderate,High
236,2022-11-08,Australia,Premium,40,3.17,0,Yes,40,1,1134,Low,None,Mid
237,2021-08-13,USA,Basic,70,3.35,0,Yes,70,1,1586,Low,None,High
238,2023-03-30,Australia,Basic,20,25.76,0,No,20,0,992,High,None,Low
239,2021-08-22,Australia,Basic,40,10.65,0,No,40,0,1577,Medium,None,Mid
240,2022-11-15,UK,Standard,20,5.81,1,No,20,0,1127,Medium,Moderate,Low
241,2022-10-26,Canada,Premium,40,17.01,1,No,40,0,1147,Medium,Moderate,Mid
242,2023-04-07,Canada,Basic,20,20.38,3,No,20,0,984,High,Moderate,Low
243,2022-01-09,Australia,Basic,40,5.18,1,No,40,0,1437,Medium,Moderate,Mid
244,2022-11-03,Australia,Premium,70,8.75,1,Yes,70,1,1139,Medium,Moderate,High
245,2022-08-31,Canada,Premium,40,28.38,2,No,40,0,1203,High,Moderate,Mid
246,2022-04-17,Canada,Basic,20,4.15,2,Yes,20,1,1339,Low,Moderate,Low
247,2021-08-21,UK,Standard,40,4.34,1,No,40,0,1578,Low,Moderate,Mid
248,2022-11-23,USA,Basic,20,9.78,3,No,20,0,1119,Medium,Moderate,Low
249,2021-04-23,Australia,Basic,20,3.09,2,No,20,0,1698,Low,Moderate,Low
250,2023-04-10,Canada,Premium,20,8.74,1,No,20,0,981,Medium,Moderate,Low
251,2022-05-12,Australia,Premium,70,8.21,3,Yes,70,1,1314,Medium,Moderate,High
252,2022-03-18,Australia,Standard,40,2.9,0,Yes,40,1,1369,Low,None,Mid
253,2022-07-18,Canada,Basic,20,5.73,2,No,20,0,1247,Medium,Moderate,Low
254,2021-09-25,UK,Premium,70,27.51,2,No,70,0,1543,High,Moderate,High
255,2022-05-25,Australia,Basic,20,10.62,1,Yes,20,1,1301,Medium,Moderate,Low
256,2023-03-18,UK,Basic,40,3.38,2,Yes,40,1,1004,Low,Moderate,Mid
257,2022-01-21,Canada,Standard,70,7.16,0,No,70,0,1425,Medium,None,High
258,2022-01-22,USA,Basic,20,16.42,1,No,20,0,1424,Medium,Moderate,Low
259,2021-04-23,USA,Standard,20,8.3,1,No,20,0,1698,Medium,Moderate,Low
260,2022-09-05,Australia,Standard,20,10.72,0,No,20,0,1198,Medium,None,Low
261,2022-09-17,Canada,Basic,40,14.02,0,No,40,0,1186,Medium,None,Mid
262,2021-03-22,UK,Basic,70,25.82,1,Yes,70,1,1730,High,Moderate,High
263,2022-11-30,Australia,Basic,70,9.69,0,No,70,0,1112,Medium,None,High
264,2021-04-23,Canada,Basic,70,9.39,3,No,70,0,1698,Medium,Moderate,High
265,2021-01-02,Canada,Standard,20,10.58,1,No,20,0,1809,Medium,Moderate,Low
266,2022-10-04,UK,Premium,70,17.1,1,No,70,0,1169,Medium,Moderate,High
267,2021-08-08,Australia,Basic,20,6.01,1,Yes,20,1,1591,Medium,Moderate,Low
268,2022-07-20,Canada,Basic,40,5.72,3,No,40,0,1245,Medium,Moderate,Mid
269,2023-05-05,Canada,Standard,70,15.58,1,No,70,0,956,Medium,Moderate,High
270,2023-01-06,Canada,Premium,20,18.95,1,No,20,0,1075,Medium,Moderate,Low
271,2021-08-13,UK,Basic,70,14.89,4,No,70,0,1586,Medium,High,High
272,2022-01-20,Australia,Basic,70,12.51,0,No,70,0,1426,Medium,None,High
273,2022-02-07,Australia,Standard,40,12.92,2,Yes,40,1,1408,Medium,Moderate,Mid
274,2022-09-30,Australia,Basic,70,16.12,3,No,70,0,1173,Medium,Moderate,High
275,2021-05-10,Australia,Basic,40,8.21,1,No,40,0,1681,Medium,Moderate,Mid
276,2021-02-22,USA,Standard,70,12.94,5,No,70,0,1758,Medium,High,High
277,2022-11-15,USA,Standard,70,15.57,2,No,70,0,1127,Medium,Moderate,High
278,2022-12-31,Australia,Standard,70,5.12,0,No,70,0,1081,Medium,None,High
279,2022-11-03,UK,Standard,70,24.07,1,Yes,70,1,1139,High,Moderate,High
280,2022-12-11,USA,Standard,70,13.69,2,No,70,0,1101,Medium,Moderate,High
281,2022-02-20,Canada,Basic,70,13.24,0,No,70,0,1395,Medium,None,High
282,2021-09-04,USA,Basic,40,4.86,1,Yes,40,1,1564,Low,Moderate,Mid
283,2023-04-16,Canada,Basic,40,14.61,1,No,40,0,975,Medium,Moderate,Mid
284,2022-03-15,Australia,Basic,20,11.05,2,No,20,0,1372,Medium,Moderate,Low
285,2021-07-22,USA,Standard,70,18.29,2,No,70,0,1608,Medium,Moderate,High
286,2021-07-03,UK,Premium,40,5.31,0,No,40,0,1627,Medium,None,Mid
287,2021-05-03,USA,Premium,70,4.45,3,No,70,0,1688,Low,Moderate,High
288,2022-02-05,USA,Standard,70,12.48,0,No,70,0,1410,Medium,None,High
289,2023-02-06,USA,Basic,40,7.6,2,No,40,0,1044,Medium,Moderate,Mid
290,2021-10-21,Australia,Basic,70,11.3,0,No,70,0,1517,Medium,None,High
291,2021-10-07,UK,Premium,40,5.89,1,No,40,0,1531,Medium,Moderate,Mid
292,2023-04-17,USA,Standard,40,6.92,4,No,40,0,974,Medium,High,Mid
293,2023-06-03,UK,Standard,20,21.81,0,Yes,20,1,927,High,None,Low
294,2022-09-02,Australia,Standard,20,13.12,1,No,20,0,1201,Medium,Moderate,Low
295,2021-07-17,Canada,Standard,20,28.84,1,No,20,0,1613,High,Moderate,Low
296,2022-05-26,USA,Premium,20,13.93,0,No,20,0,1300,Medium,None,Low
297,2023-01-22,UK,Basic,70,9.44,1,No,70,0,1059,Medium,Moderate,High
298,2021-05-24,UK,Standard,70,15.23,1,No,70,0,1667,Medium,Moderate,High
299,2022-09-01,Australia,Premium,20,14.05,1,No,20,0,1202,Medium,Moderate,Low
300,2021-07-20,USA,Basic,40,9.67,2,No,40,0,1610,Medium,Moderate,Mid
301,2021-05-04,Canada,Standard,40,8.61,0,No,40,0,1687,Medium,None,Mid
302,2021-07-06,UK,Basic,40,12.97,2,Yes,40,1,1624,Medium,Moderate,Mid
303,2021-11-22,USA,Premium,40,6.53,1,Yes,40,1,1485,Medium,Moderate,Mid
304,2022-04-09,Canada,Basic,70,5.71,0,Yes,70,1,1347,Medium,None,High
305,2021-12-15,UK,Standard,40,1.65,1,Yes,40,1,1462,Low,Moderate,Mid
306,2023-02-10,UK,Basic,40,3.88,2,No,40,0,1040,Low,Moderate,Mid
307,2022-10-22,Canada,Standard,20,24.69,2,No,20,0,1151,High,Moderate,Low
308,2023-02-03,Canada,Basic,40,3.11,2,No,40,0,1047,Low,Moderate,Mid
309,2022-02-07,Australia,Basic,70,30.58,0,No,70,0,1408,High,None,High
310,2021-12-12,USA,Basic,40,15.45,1,No,40,0,1465,Medium,Moderate,Mid
311,2022-05-26,USA,Premium,40,29.81,1,No,40,0,1300,High,Moderate,Mid
